username,entityOwner,parentEntity,focusRegion,language,username,bio,joined,followers
GlobalTimesLife,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,GlobalTimesLife,"Global Times Life section focuses on Chinese and Western culture. We cover c-pop,k-pop, stars, movies,culture, operas, Hollywood, Bollywood and more...",Joined April 2016,1992
globaltimesnews,People's Daily Press,Central Committee of the Chinese Communist Party,China,Chinese,globaltimesnews,"China's national English language newspaper, under the People's Daily. Apps: http://bit.ly/1UEg2hp",Joined June 2009,"1,800,000"
GlobalWatchCGTN,China Media Group (CMG),Central Publicity Department,Anglosphere,English,GlobalWatchCGTN,"Global Watch takes you around the world at 0400 GMT everyday on CGTN 
@CGTNOfficial
, bringing the latest top stories and getting to the heart of breaking news.",Joined May 2018,2878
GoJiangsu,Jiangsu Provincial Department of Cultural & Tourism,Jiangsu Provincial People's Government,Anglosphere,English,GoJiangsu,Official Twitter account of East China's Jiangsu province. Follow the latest from Jiangsu province on this page.,Joined January 2015,160600
GtOpinion,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,GtOpinion,"Global Times editorials, Oped articles, columns",Joined March 2016,3297
GuanchaNewMedia,"Shanghai Guanchazhe Information Technology Co.,Ltd",Shanghai Academy of Social Sciences (SASS),China,Chinese,GuanchaNewMedia,None,Joined November 2020,15800
Guangming_Daily,Guangming Daily Press,Central Publicity Department,China,Chinese,Guangming_Daily,Follow us to discover beautiful landscapes and typical lifestyles in China.,Joined June 2012,226200
Guilin__China,GLTVS,Guilin Municipal People's Government,Guangxi,English,Guilin__China,Bringing you daily the best of Guilin. Please follow me and enjoy this charming city.,Joined March 2022,51900
guyanmuchan001,Guangdong Provincial Cyberspace Administration,Office of the Cybersecurity and Information Technology Committee of the Guangdong Provincial Committee,China,Chinese,guyanmuchan001,"觀察世界，大國崛起之際
反省自身，小國博弈之時

YT:http://youtube.com/channel/UClc6o…
FB:http://facebook.com/%E5%AD%A4%E7%8…",Joined March 2021,49000
Gwadar_Pro,China Media Group (CMG),Central Publicity Department,Pakistan,Urdu,Gwadar_Pro,"گوادر، سی پیک اور پاکستان کے متعلق تازہ ترین خبریں   Latest on Gwadar & CPEC. For contributions and advice, plz contact us gwadarpro2021@gmail.com",Joined May 2019,53900
gz1988,China Media Group (CMG),Central Publicity Department,Anglosphere,English,gz1988,"Husband, hardcore gamer, Senior Sci-Tech Editor 
@CGTNOfficial
. I want to know how much you hate . RT≠Endorsement",Joined May 2009,37
haiwainet,People's Daily Press,Central Committee of the Chinese Communist Party,USA,English,haiwainet,中國形象傳播平臺，全球華人網上家園。,Joined September 2014,1343
haiwaiwangUS,People's Daily Press,Central Committee of the Chinese Communist Party,USA,English,haiwaiwangUS,"HWW net the U.S Channel is launched in June,2017, provided top news and stories around the China and the world. 海外网 美国融媒体中心，为您提供来自中国和全世界的热点新闻信息。",Joined February 2020,14600
Hakimyu2,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Algeria,Arabic,Hakimyu2,中国驻阿尔及利亚使馆成员  عضو من سفارة  في  مرحبا بمتابعتكم Chinese diplomat personal account,Joined August 2019,3348
Henan_TV,Henan Broadcasting System,Henan Provincial Committee,Henan,Chinese,Henan_TV,"Welcome to the official Twitter account of Henan Broadcasting System, located in central China. Follow us to appreciate the colorful traditional culture!",Joined January 2022,2411
HeRulong,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Iceland,English,HeRulong,Ambassador of China to Iceland.  A dad in his 50s running like 30s.,Joined February 2022,6747
heweiwei_,China Media Group (CMG),Central Publicity Department,Anglosphere,English,heweiwei_,None,Joined November 2016,267
Hongchencuxian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Brazil,Chinese,Hongchencuxian,Consul General of China in Sao Paulo,Joined February 2022,2821
hongfenghuang,China Daily Press,Central Publicity Department,Anglosphere,English,hongfenghuang,"Deputy editor-in-chief of China Daily,  China's English-language newspaper. Love Chinese calligraphy, photography, and running. Views expressed here are my own.",Joined September 2017,11300
HongtieZhang,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Anglosphere,English,HongtieZhang,"Counsellor, Information Dpt,MFA China
Retweets≠endorsement",Joined September 2021,335
huang_jiyuan,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,huang_jiyuan,"Opinion writer. Graduated from 
@DukeU
 and 
@GWtweets
. Views expressed here are my own, RT isn’t endorsement.",Joined September 2019,573
Huanqiu_com,People's Daily Press,Central Committee of the Chinese Communist Party,China,Chinese,Huanqiu_com,Sharing glimpses of China's splendor.,Joined September 2021,71900
huanxinzhao,China Daily Press,Central Publicity Department,Anglosphere,English,huanxinzhao,Chief Washington Correspondent of China Daily;  Alfred Friendly Program Fellow at Denver Rocky Mountain News in 2001. RTs ≠ endorsements. Opinions are my own.,Joined June 2009,1747
hui48298914,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Indonesia,English,hui48298914,None,Joined August 2019,101
HunanTimes,Hunan Rednet New Media Group,Hunan Provincial Committee,Hunan,English,HunanTimes,"Official Twitter of Hunan Rednet New Media Group, news media for you to know about Hunan Province.",Joined June 2017,1328
HuXijin_GT,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,HuXijin_GT,Media professional | 媒体人,Joined August 2014,548800
HU_Bin_CHN,Ministry of Foreign Affairs,Ministry of Foreign Affairs,São Tomé and Príncipe,Portuguese,HU_Bin_CHN,"中国驻圣多美和普林西比大使馆参赞 Counsellor, Chinese Embassy in São Tomé and príncipe  走在非洲和拉美/ the life in Africa and Latin America",Joined March 2018,2111
iChangzhou,Jiangsu Provincial Department of Cultural & Tourism,Jiangsu Provincial People's Government,Jiangsu,English,iChangzhou,"Changzhou, located in the center point of Yangtze River Delta, is a vibrant city. Changzhou shows modern China while still having a foot in tradition.",Joined December 2021,19100
iChongqing_CIMC,Chongqing International Communication Center,Chongqing Municipal Committee,Chongqing,English,iChongqing_CIMC,"Chongqing, China's SW municipality at the forefront of the Belt and Road Initiative and opening its doors to the world.",Joined July 2018,189300
idiscoverchina,China International Communications Group (CICG),Central Publicity Department,Anglosphere,English,idiscoverchina,None,Joined November 2014,125
iloveguizhou,China Daily Press,Guizhou Provincial People's Government,Anglosphere,English,iloveguizhou,"Official Twitter account of Guizhou province, located in southwest China. Follow the latest from Guizhou on this page.",Joined July 2018,49400
InQingdao,Qingdao MOFCOM,Qingdao Municipal People's Government,Anglosphere,English,InQingdao,Qingdao is a coastal city in East China's Shandong province. Follow us to get the latest updates of this ever-green city.,Joined October 2019,190100
InsightNingbo,China Daily Press,Ningbo Municipal People's Government,Zhejiang,English,InsightNingbo,This is the official Twitter page of Ningbo. Follow this page to keep up with the latest on this fascinating city.,Joined July 2016,52900
in_embassy,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Lithuania,English,in_embassy,The Office of the Chargé d’Affaires of the People's Republic of China in the Republic of Lithuania,Joined August 2021,17100
IN_Studio2020,China Media Group (CMG),Central Publicity Department,Russia,Russian,IN_Studio2020,"О неизведанном Китае
Об интересных китайцах, включая меня",Joined August 2020,90
ipandacom,China Media Group (CMG),Central Publicity Department,Anglosphere,English,ipandacom,"A panda a day, keeps your sorrow away
iPanda=
Let iPanda help you get up close to pandas and other precious wildlife. ",Joined February 2013,159500
IXiangshan,Zhejiang Media Group (ZMG),Zhejiang Provincial People's Government,Anglosphere,English,IXiangshan,This is the official Twitter page of Xiangshan.,Joined October 2021,29500
izhejiang,China Daily Press,Zhejiang Provincial People's Government,Anglosphere,English,izhejiang,"Located on southern part of Yangtze River, Zhejiang province is famous for its splendid history, culture and natural sceneries, as well as prosperous economy.",Joined June 2020,88500
jejuZLG,Ministry of Foreign Affairs,Ministry of Foreign Affairs,South Korea,Korean,jejuZLG,"안녕하수꽈?
주제주중국총영사관입니다.
大家好，这里是中国驻济州总领事馆。",Joined October 2019,2279
JessicaZ1018,China Media Group (CMG),Central Publicity Department,Anglosphere,English,JessicaZ1018,"Traveler | Photography Lover | Foodie. Base in #China, #jessicatalks with people from different backgrounds& cultures. Views my own. TikTok: Moment_J",Joined March 2016,3083
JiangJiang43,Xinhua News Agency,State Council,Anglosphere,English,JiangJiang43,"#China reporter, podcaster, YouTuber, founder of GRR, a China-focused newsletter. Views not representing 
@XHNews",Joined February 2017,2759
JianhuaLi4,China Media Group (CMG),Central Publicity Department,Anglosphere,English,JianhuaLi4,Journalist. Opinions mine.,Joined May 2017,301
JilinChina,China Daily Press,Jilin Provincial People's Government,Jilin,English,JilinChina,"Official Twitter account of Jilin province, located in Northeast China. Follow the latest from Jilin province on this page.",Joined June 2020,29300
JingFeng22,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Mexico,Spanish,JingFeng22,"Diplomático chino que ha trabajado en México, Chile y Guinea Ecuatorial. Consejero en Ministerio de Relaciones Exteriores.
RTs≠endorsement.",Joined April 2022,1571
Jingjing_Li,China Media Group (CMG),Central Publicity Department,Anglosphere,English,Jingjing_Li,"Working as a journalist & political commentator in China for 10yrs.
Research in geopolitics, BRI.
Have different opinions? Let's talk it out!
Has a show",Joined August 2011,30000
jtao98,China Daily Press,Central Publicity Department,Anglosphere,English,jtao98,"Love drinking coffee and tea; Beijing, Hong Kong, New York, London. Anhui is my hometown.",Joined May 2009,3753
juliojiangwei,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Panama,Spanish,juliojiangwei,My  is  我的中国心,Joined October 2017,7880
katekuibeijing,China Media Group (CMG),Central Publicity Department,Anglosphere,English,katekuibeijing,"eat & read, classical music",Joined December 2020,622
KatieMi17,China Media Group (CMG),Central Publicity Department,Anglosphere,English,KatieMi17,"CGTN Editor    
Former Goldsmiths MA Radio student",Joined October 2014,18
kimnaying,Jilin Daily Press,Jilin Provincial Committee,Jilin,Chinese,kimnaying,Welcome to Discover Jilin! We're here to help you discover the magic of this amazing province. We're gonna love having,Joined December 2020,12200
kooricuc,China Media Group (CMG),Central Publicity Department,Japan,Japanese,kooricuc,"記者。中日関係担当。Reporter on news between China and Japan. 
@PKU1898
 Alumni.",Joined October 2010,930
KunkunkunLiu,China Media Group (CMG),Central Publicity Department,Anglosphere,English,KunkunkunLiu,Journalist in Beijing via Washington. My views. : kunliu20142014@gmail.com,Joined February 2011,106
learnchineese,China Media Group (CMG),Central Publicity Department,Anglosphere,English,learnchineese,Add me in your tweets. I will teach you chinese through tweets with free of cost.,Joined August 2015,378
lena90830,China Media Group (CMG),Central Publicity Department,la Francophonie,French,lena90830,"Journaliste CGTN /Étudiante en Journalisme à l'
@ESJLille
, 89e promo",Joined April 2010,388
Leona_BJ,China Media Group (CMG),Central Publicity Department,Anglosphere,English,Leona_BJ,None,Joined April 2014,22
libijian2,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Anglosphere,English,libijian2,This is the personal twitter account.,Joined January 2020,101800
lingzhi_van,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,lingzhi_van,reporter of Global Times,Joined April 2017,293
LinHao_BKK,Xinhua News Agency,State Council,Thailand,English,LinHao_BKK,Correspondent of China's Xinhua News Agency based in Bangkok and watching over SE Asia. Previously in Kuala Lumpur. Usual Disclaimer. Views are my own,Joined October 2011,11300
Lin_Nan1,Chengdu Municipal People's Government,Chengdu Municipal Committee,Anglosphere,English,Lin_Nan1,"Vice Mayor of Chengdu City, Sichuan Province, China.
Former Consul General of China in Barcelona",Joined September 2021,2361
liuboleo2,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Hispanophone,Spanish,liuboleo2,Diplomático. Por la amistad China-A.L.,Joined March 2018,2399
LiuChan14790671,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Panama,Spanish,LiuChan14790671,Agregada de Educación y Cultura de la Embajada de China en Panamá,Joined January 2019,712
LiuHongyang4,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Malawi,English,LiuHongyang4,Former Chinese Ambassador,Joined February 2018,2571
liupheonix,Ministry of Foreign Affairs,Ministry of Foreign Affairs,African Union,English,liupheonix,"Minister(公使), Department of West Asian and North African Affairs, Ministry of Foreign Affairs, China
@MFA_China
Rts≠endorsement",Joined April 2022,23400
LiuXininBeijing,China Media Group (CMG),Central Publicity Department,Anglosphere,English,LiuXininBeijing,Host of the opinion show The Point with Liu Xin on CGTN. Views are my own. http://cgtn.com/tv,Joined April 2009,246100
LiuXin_Emily,People's Daily Press,Central Committee of the Chinese Communist Party,Xinjiang,English,LiuXin_Emily,Journalist at the Global Times; focus on Xinjiang reports; tips to liuxin@globaltimes.com.cn,Joined September 2013,2418
LiuYanCHN,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Netherlands,English,LiuYanCHN,"Chinese Diplomat in the Netherlands. mother of twin girls, yogi, lover of history, culture, art. RT does not mean endorsement.",Joined March 2019,551
LiuYutongpost,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Anglosphere,English,LiuYutongpost,"Counsellor, Information Department of Foreign Ministry, China 
@MFA_China",Joined May 2023,183
LiyingZHU1,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Mauritius,French,LiyingZHU1,None,Joined August 2019,7800
Li_Baorong,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Venezuela,Spanish,Li_Baorong,Embajador de China en Venezuela,Joined August 2016,8850
li_xiaosi,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Austria,English,li_xiaosi,None,Joined September 2019,47800
Li_Yang_China,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Anglosphere,English,Li_Yang_China,"Counsellor of Department of Information, MFA, China. 
Former Consul General of China in Rio de Janeiro.",Joined March 2020,40900
lovejiaxing,"Jiaxing Radio and Television Media Co., Ltd.",Jiaxing Municipal Committee,Zhejiang,Chinese,lovejiaxing,None,Joined October 2021,2
luisxu9,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Costa Rica,Spanish,luisxu9,"Consejero político de la Embajada China en Costa Rica. 中国驻哥斯达黎加使馆参赞
Pura vida y pura amistad ",Joined January 2019,2236
luowill1978,China Daily Press,Central Publicity Department,Anglosphere,English,luowill1978,political cartoonist at ChinaDaily,Joined March 2017,665
LYNNJie3,China Media Group (CMG),Central Publicity Department,la Francophonie,French,LYNNJie3,Voyageuse francophone en Chine / Gastronomie chinoise / Lifestyle d'une fille chinoise /  YouTube ‣ LynnsFantasy Facebook ‣ Lynn's Fantasy,Joined April 2020,300
machinpl,China Daily Press,Central Publicity Department,Anglosphere,English,machinpl,"Environmentalist, Arsenal fan, China Daily",Joined May 2014,3098
MahuiChina,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Cuba,English,MahuiChina,"Embajador de  China en Cuba 
Chinese Ambassador to Cuba 
中国驻古巴大使 
@EmbChinaCuba",Joined October 2019,59800
MAKSIMYQY,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Russia,English,MAKSIMYQY,Chinese diplomat. For Sino-Russian friendship. Tweets personal views. RTs≠endorsement. https://t.me/chnspb,Joined August 2021,8696
MarthayTao,China Media Group (CMG),Central Publicity Department,Anglosphere,English,MarthayTao,"Reporter 
@cctvnews
. Proud 
@columbiajourn
 alum.",Joined August 2011,70
martinaglobal,Xinhua News Agency,State Council,Anglosphere,English,martinaglobal,"Business Journalist 
@XHNews
  China & Middle East Expert  9 languages  
@MontreuxJazz
 China Ambassador  
@SG__Symposium
, 
@IMD_Bschool
 & 
@LLIMF
 Advisor",Joined August 2017,38500
MediaUnlock,China Daily Press,Central Publicity Department,Anglosphere,English,MediaUnlock,"China-based Journalists | Covering China & Global Issues 

We have been known for our reports on Xinjiang. #MediaUnlocked #China",Joined June 2023,433
MelodyZ77141898,China Media Group (CMG),Central Publicity Department,Anglosphere,English,MelodyZ77141898,"Melody Zhang is a finance blogger. She loves her dog Mia and also films. Follow & like for content on Chinese companies, market & economic policies, and more!",Joined February 2021,3
MFA_China,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Anglosphere,English,MFA_China,"Follow us to know more about China's Diplomacy. 
YouTube http://t.cn/A67zK9yN 
Facebook http://t.cn/A67zKuDi 
Instagram http://t.cn/A62t2uG3",Joined October 2019,666400
MiaoXiaojuan,Xinhua News Agency,State Council,Anglosphere,English,MiaoXiaojuan,"Xinhua journalist, China Chat producer, published author. 
@SISUShanghai
, 
@BU_Tweets
, 
@VUBrussel
. Shanghai, Brussels, NYC, Beijing.",Joined December 2010,6577
mingalanews,Yunnan Media Group (YMG),Yunnan Provincial Committee,Myanmar,Burmese,mingalanews,新闻与媒体网站,Joined January 2021,182
MingjieReporter,China Daily Press,Central Publicity Department,UK,English,MingjieReporter,China Daily correspondent for Europe,Joined August 2017,305
MissWow66,China Media Group (CMG),Central Publicity Department,Anglosphere,English,MissWow66,Tech&Biz Influencer  1.3 M followers on social media  Subscribe -MOST eye-catching tech all here makes you the coolest among friends #AI #web3 #futurist,Joined March 2014,776
MMMKKK56665147,China Media Group (CMG),Central Publicity Department,Sri Lanka,Sinhalese,MMMKKK56665147,ใครชวนใจก็ทักมา,Joined August 2022,340
mmMonicaZhang,China Media Group (CMG),Central Publicity Department,Anglosphere,English,mmMonicaZhang,"Sharing the Love for Life, Cinema, Videos & more.｜FB: 
@mmMonicaZhang",Joined September 2020,58
ModernExpressEN,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,Jiangsu,English,ModernExpressEN,"Modern Express is one of China’s leading media, providing fast, original and in-depth news and opinion. More on social media: http://linktr.ee/modernexpress",Joined April 2021,2126
MOFCOM_China,Ministry of Commerce Information Office,Ministry of Commerce (MOFCOM),China,Chinese,MOFCOM_China,Welcome to the official account of the Ministry of Commerce of the People's Republic of China.,Joined September 2021,8092
mundo_china,China Media Group (CMG),Central Publicity Department,Lusophone,Portuguese,mundo_china,"Compartilhando uma nova visão da China para o mundo! Todos os finais de semana na 
@bandnews
.

Também estamos no Instagram! Siga-nos em: 
@mundo_china
!",Joined December 2019,6719
muyi_dima,China Media Group (CMG),Central Publicity Department,MENA,Arabic,muyi_dima,"Journalist: Chinese society and culture; cooperation between China and Arab countries.
Opinions are my own.",Joined November 2021,15000
oujianhong,Ministry of Foreign Affairs,Ministry of Foreign Affairs,El Salvador,Spanish,oujianhong,Embajadora de la República Popular China,Joined August 2018,15200
PandaoramaLink,China Media Group (CMG),Central Publicity Department,USA,English,PandaoramaLink,"This material is distributed by MediaLinks TV, LLC on behalf of CCTV. Additional information is available at the Department of Justice, Washington, D.C.",Joined July 2020,414
PatrickZhengCHN,Xinhua News Agency,State Council,Anglosphere,English,PatrickZhengCHN,"News editor, researcher on China. Fact over falsehood.  Follow my YouTube channel here↓",Joined June 2021,42500
PDChina,People's Daily Press,Central Committee of the Chinese Communist Party,China,Chinese,PDChina,The largest newspaper in China,Joined May 2011,"6,600,000"
PDChinaBusiness,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,PDChinaBusiness,"Providing info influencing China's economics. Run by 
@PDChina
, the largest newspaper group in China.",Joined August 2019,884200
PDChinaHK,People's Daily Press,Central Committee of the Chinese Communist Party,Hong Kong,English,PDChinaHK,"Timely updates news about the Hong Kong Special Administrative Region of the People's Republic of China. Run by 
@PDChina
, the largest newspaper group in China",Joined June 2020,4494
PDChinaLife,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,PDChinaLife,"Timely updates info on Chinese culture, life and travel. Run by 
@PDChina
, the largest newspaper group in China",Joined August 2019,"1,900,000"
PDChinaSports,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,PDChinaSports,"Timely updates sports news across China. Run by 
@PDChina
, the largest newspaper group in China",Joined August 2019,"1,000,000"
PDChinese,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,PDChinese,中國第一大報，帶來最新資訊與熱點新聞 https://twitter.com/PDChina,Joined June 2013,"956,700"
PDOAUS,People's Daily Press,Central Committee of the Chinese Communist Party,Australia,English,PDOAUS,"Latest news, stories and updates about China.",Joined May 2013,13300
pd_northamerica,People's Daily Press,Central Committee of the Chinese Communist Party,USA,English,pd_northamerica,Official newspaper of the Communist Party of China,Joined November 2014,195
peijin_zhang,China Media Group (CMG),Central Publicity Department,Anglosphere,English,peijin_zhang,"Senior producer of 
@CGTNOFFICIAL
, looking for columnists & guest speakers! Share personal thoughts & interesting stuff about China. Proud Wuhaner & Beijinger.",Joined December 2019,2867
PenicilinPan,China Daily Press,Central Publicity Department,Anglosphere,English,PenicilinPan,"@ChinaDaily
 Tweets my own. #MediaUnlocked El pueblo unido jamás será vencido. #大白话讲新闻",Joined October 2019,2629
PeoplesDailyapp,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,PeoplesDailyapp,Our mission is to provide news and perspectives on China to a global audience. Download the People's Daily app for news on China.,Joined February 2018,4223
PhoenixTV_News,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,Anglosphere,English,PhoenixTV_News,"News that matters. 
@PhoenixTVHK
's official account for breaking and top news. Find us on Youtube: http://bit.ly/3PVcfLQ and the APP: http://m.fengshows.com/index.html",Joined June 2022,43600
PRCAmbNepal,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Nepal,English,PRCAmbNepal,Ambassador of the People's Republic of China to Nepal,Joined June 2019,71400
PRCAmbNL,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Netherlands,English,PRCAmbNL,Chinese Ambassador to the Netherlands,Joined November 2019,4897
prcembassyprg,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Czech Rep.,Czech,prcembassyprg,"Embassy of People's Republic of China in Prague
Ambasáda Čínské Lidové Republiky v Praze",Joined October 2019,121
PRCSpoxNepal,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Nepal,English,PRCSpoxNepal,Official Account of the Spokesperson of Chinese Embassy in Nepal,Joined December 2021,2680
PRC_Amb_Uganda,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Uganda,English,PRC_Amb_Uganda,"Official Twitter account of the Chinese Ambassador to Uganda. Posted to SF of USA, Kolkata of India, Male of Maldives before.",Joined July 2021,6517
promisingzhuang,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Brazil,Portuguese,promisingzhuang,"diplomata da #China no #Brasil，uma paixão pela vida,常驻巴西的中国外交官，用心用情讲述中国故事，喜爱美食、足球和美景, 防止失联
@CGCHINASP
 Rt≠endorsement
views my own",Joined June 2012,5191
qianwen_gu,China Daily Press,Central Publicity Department,Anglosphere,English,qianwen_gu,"@ChinaDaily
 editor, China story teller, curious traveller. Love cooking, yoga, and cats. Views are my own. Enjoy life!",Joined January 2022,2019
qingqingparis,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,qingqingparis,"Chief reporter & co-leads 
@globaltimesnews
 China desk. Cover fascinating China & world. Based in Paris, NYC before. 
@newmarkjschool
 alum. Views are my own.",Joined November 2010,13700
QiushiJournal,Qiushi Magazine Press,Central Committee of the Chinese Communist Party,China,Chinese,QiushiJournal,Qiushi Journal provides you with authoritative theory and policy of China.,Joined May 2020,7334
QuanQuan_1231,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Algeria,Arabic,QuanQuan_1231,"عضو السفارة الصينية في الجزائر، مرحبا Chinese Diplomat驻网上冲浪选手personal account. Official 
@ChinaEmbAlgeria",Joined March 2015,3159
RadioEjani,China Media Group (CMG),Central Publicity Department,Albania,Albanian,RadioEjani,"Albanian Service of China Media Grup, Follow us on facebook: https://facebook.com/CMGShqip",Joined March 2016,6111
realGuancha,"Shanghai Guanchazhe Information Technology Co.,Ltd",Shanghai Academy of Social Sciences (SASS),China,Chinese,realGuancha,观察者网（http://guancha.cn）官方推特账号,Joined March 2019,71500
RenKeNews,Xinhua News Agency,State Council,Anglosphere,English,RenKeNews,"任珂 Journalist of China's Xinhua News Agency. Was in Beirut, Taipei, Berlin, Brussels, now in Beijing. Retweets≠my views. Block trolls, haters & clowns",Joined November 2009,45400
reporterCHN,China Internet Information Center (CIIC),State Council Information Office (SCIO),China,Chinese,reporterCHN,"中国网记者，中国互联网新闻中心（China Internet Information Center, CIIC），是多语种全媒体报道解读新时代中国的国家权威网络传播平台。成立于2000年，所属中国网（http://china.com.cn）是中央重点新闻网站。",Joined November 2021,3483
RibiaoChen,Ministry of Foreign Affairs,Ministry of Foreign Affairs,South Korea,Chinese,RibiaoChen,Consul General of China in Busan. Sino-Korean relations. Diplomat's work in and view on ROK.,Joined January 2020,1247
RitaBai,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,RitaBai,"Reporter w/ Global Times. Worked in Latin America for years. Cover fascinating China stories & int’l relations. 中文, English, Español.",Joined March 2012,2708
Sabrina_Zhao,China Media Group (CMG),Central Publicity Department,Anglosphere,English,Sabrina_Zhao,"I write about politics and work on data news for 
@CGTNOfficial
. Alum of 
@Mizzou",Joined October 2011,63
salahzhang,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Tanzania,English,salahzhang,"Consul General of China in Zanzibar, Tanzania
中国驻坦桑尼亚桑给巴尔总领事",Joined October 2011,7208
SanyaofChina,China Daily Press,Sanya Municipal People's Government,Hainan,English,SanyaofChina,"Welcome to Sanya, a must-visit tropical resort city in South China's Hainan province!",Joined April 2020,71100
SceneryofChina,China Daily Press,Central Publicity Department,Anglosphere,English,SceneryofChina,"A guide to help you discover sceneries, culture, traditions and a lot more in China. Facebook: http://facebook.com/DiscoveringChi…",Joined January 2021,37900
ShaanxiMoments,"Beijing Jiandanshiji Culture Media Co., Ltd",unknown,Shaanxi,English,ShaanxiMoments,"All about Shaanxi, a beautiful province with a long history in NW China. Find most updated information of Shaanxi here!",Joined March 2021,80700
Shalevetyah,China Media Group (CMG),Central Publicity Department,Israel,Hebrew,Shalevetyah,Watch Your Step.,Joined October 2017,9
shanghaidaily,Shanghai United Media Group (SUMG),Shanghai Municipal Committee,Shanghai,English,shanghaidaily,"@ShanghaiDaily
, the official English-language newspaper in Shanghai, provides you with breaking news, in-depth opinions and insightful analysis.",Joined January 2009,390700
ShanghaiEye,Shanghai Media Group (SMG),Shanghai Municipal Committee,Shanghai,English,ShanghaiEye,None,Joined October 2015,32300
Shanhui_Jacky,China Media Group (CMG),Central Publicity Department,la Francophonie,French,Shanhui_Jacky,"Anchor CGTN. Présentatrice, commentatrice 
@CGTNOfficial
 @CGTNFrancais
 法语主持人. Compte professionnel. Focus: La Chine, l'économie et la géopolitique.Rt≠endorsement",Joined November 2015,876
ShannonZ666,China Media Group (CMG),Central Publicity Department,Anglosphere,English,ShannonZ666,"ReporterContent editorcinephile Work at 
@CCTV_Plus",Joined September 2017,78
ShaoxingCity,China Daily Press,Shaoxing Municipal People's Government,Zhejiang,English,ShaoxingCity,"Welcome to Shaoxing, a wonderful and fascinating city in East China’s Zhejiang province.",Joined March 2021,48700
shao_zheng,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Anglosphere,English,shao_zheng,"Chinese Diplomat. Enjoy working in Beijing, Washington, London，Riyadh, Yemen. Love reading, sports and nice food. Personal view!",Joined June 2011,2583
shenqihaodianzi,China Media Group (CMG),Central Publicity Department,Myanmar,Burmese,shenqihaodianzi,"Myanmar Service,China Radio International",Joined June 2015,10
shen_shiwei,China Media Group (CMG),Central Publicity Department,Anglosphere,English,shen_shiwei,"Journalist & Political-Economic Analyst, Commentator. China-Africa, N/S Korea Fellow. Years in Africa & Middle East for business. Love Travelling. Personal view",Joined May 2012,91500
SichuanDaily,"Sichuan Daily Online Media Development Co., Ltd.",Sichuan Provincial Committee,Sichuan,English,SichuanDaily,"New version: 
@SichuanStyle
Share Sichuan Life/ Food/ Views/ Culture/ News
""The more we share, the more we have.""

RT ≠ endorsement",Joined March 2017,6026
