Unnamed: 0,username,content,date,likes,retweets,replies,language,topic
2560,ChinaCG_NYC,"Chinese President #XiJinping and U.S. President Joe Biden had a comprehensive, in-depth meeting, Chinese Foreign Minister Wang Yi told the press after the meeting. #ChinaUS",Nov 16,4,0,0,en,1
2561,ChinaCG_NYC,"Chinese President Xi Jinping on Thursday delivered a written speech titled ""Meeting challenges with unity of purpose to write a new chapter for Asia-Pacific"" at the Asia-Pacific Economic Cooperation (#APEC) CEO http://Summit.Here are some highlights.",Nov 16,1,0,0,en,1
2562,ChinaCG_NYC,"Full text of President Xi Jinping’s speech at the welcome dinner by friendly organizations in the U.S. which was interrupted more than a dozen times by applause from the audience. It’s about the people. A must read.
http://newyork.china-consulate.gov.cn/eng/xw/202311/t20231116_11181853.htm…",Nov 16,4,0,0,en,1
2563,ChinaCG_NYC,"Win-win cooperation is the trend of the times, and it is also an inherent property of China-U.S. relations. China and the U.S. are fully able to help each other succeed and achieve win-win outcomes.",Nov 16,1,0,0,en,0
2564,ChinaCG_NYC,"A heartwarming reunion with old friends -- President Xi joined his 1985 Iowa hosts, Flying Tigers veterans, members of the Kuliang Friends and other Americans who have helped build a strong China-U.S. friendship at a welcome dinner in #SanFrancisco.",Nov 16,3,1,1,en,0
2565,ChinaCG_NYC,Chinese President Xi Jinping and U.S. President Joe Biden agreed Wednesday to promote and strengthen dialogue and cooperation between the two countries in various areas. #Xiplomacy #XiBidenSummit,Nov 16,1,0,0,en,1
2566,ChinaCG_NYC,"Consul General Huang Ping attended NCAFP’s Gala Celebration and talk to Chairman Shafer, President Elliott and other distinguished guests. People all look forward to the historical meeting between President Xi and President Biden.",Nov 15,1,1,3,en,1
2567,ChinaCG_NYC,"Consul General Huang Ping met with Ms. Somjai Taphaopong, the new Consul General of Royal Thai in New York this morning. Friendly exchanges between China and Thailand can be traced back to centuries ago!  Welcome to New York!",Nov 15,2,0,0,en,0
2568,ChinaCG_NYC,"Chinese President Xi Jinping and his U.S. counterpart, Joe Biden, meet on Wednesday at Filoli Estate, California. President Biden welcomes Chinese President Xi Jinping with a handshake.#APEC2023",Nov 15,4,0,3,en,1
2569,ChinaCG_NYC,"Touching down at the San Francisco Intel. Airport, President Xi Jinping is received by US Treasury Secretary Janet Yellen and California governor Gavin Newsom, among other US personnel.",Nov 14,5,0,1,en,1
2570,ChinaCG_NYC,"Chinese President Xi Jinping on Tuesday arrived in San Francisco for a summit with U.S. President Joe Biden, and to attend the Asia-Pacific Economic Cooperation (APEC) Economic Leaders' Meeting. #APEC2023",Nov 14,10,0,0,en,1
2571,ChinaCG_NYC,"President Xi Jinping attaches great importance to Asia-Pacific economic cooperation. Since 2013, he has attended or presided over several APEC economic leaders' meetings, advocating for the construction of an Asia-Pacific community with a shared future. Let's take a look.",Nov 14,8,3,0,en,1
2572,ChinaCG_NYC,"""On the evening of November 14, Chinese President Xi Jinping left Beijing on Tuesday for a China-U.S. summit meeting and the 30th #APEC  Economic Leaders' Meeting in the United States.",Nov 14,4,0,0,en,1
2573,ChinaConsAlmaty, Поздравляем!!! Сборная Казахстана одержала убедительную победу в квалификационном отборочном матче турнира Чемпионата Европы-2024. Счет :,49m,0,0,0,ru,0
2574,ChinaConsAlmaty,"В уезде Жугао провинции Цзянсу на днях прошел 5-й Фестиваль чтения среди крестьян. Участники вместе посетили обновленные общественные библиотеки. Организаторы мероприятий намерены и впредь активно содействовать тому, чтобы жители сельских районов читали хорошие книги.",Nov 16,2,0,0,ru,0
2575,ChinaConsAlmaty,"Поздравляем Казахстан с достижением численности населения в 20 миллионов человек. Мы верим, что под сильным руководством Правительства Казахстана различные сферы, такие как социальная, экономическая, образование и медицинское обслуживание, будут продолжать энергично развиваться.",Nov 16,5,1,0,ru,0
2576,ChinaConsAlmaty,золотая осень в дворце-музее Гугун («Запретный город») в Пекине,Nov 15,7,0,0,ru,0
2577,ChinaConsAlmaty,"На выставке нематериального культурного наследия, недавно прошедшей в городе Тайюань провинции Шаньси Китая, можно было увидеть потрясающие скульптуры из теста.",Nov 14,3,0,0,ru,0
2578,ChinaConsAlmaty,В Китае установлен новый рекорд распродаж на День холостяка - CGTN на русском,Nov 13,2,0,0,ru,0
2579,ChinaConsAlmaty,"Сегодня ""Лидун"" -  начало зимы, один из 24 сезонов традиционного китайского сельскохозяйственного года. В этот день китайцы обычно едят пельмени. Поскольку пельмени похожи на уши, считается, что их употребление защитит уши от холода зимой.",Nov 8,0,0,1,ru,0
2580,ChinaConsAlmaty,"Международный гастрономический фестиваль Almaty Food Fest проходит на площади им. Абая 4 и 5 ноября. Участники фестиваля смогут попробовать блюда из разных кухань мира, в том числе и китайскую кухню.",Nov 4,3,0,0,ru,0
2581,ChinaConsAlmaty,"С 5 по 10 ноября в Шанхае пройдет 6-я Китайская международная импортная выставка. В целом, участие в выставке в Шанхае примут представители 154 стран и регионов мира, а также международных организаций. Ожидается, что ее посетят также порядка 410 тыс. профессиональных покупателей.",Nov 4,3,2,0,ru,0
2582,ChinaConsAlmaty,«Соглашение между Правительством Китайской Народной Республики и Правительством Республики Казахстан о взаимном освобождении от визовых требований» вступает в силу 10 ноября 2023 г.,Nov 2,2,1,0,ru,0
2583,ChinaConsAlmaty,В Синьцзяне запущена пилотная зона свободной торговли. Торжественная церемония открытия Синьцзянской пилотной зоны свободной торговли /ЗСТ/ состоялась в административном центре региона городе Урумчи.,Nov 1,1,0,0,ru,0
2584,ChinaConsAlmaty,"Волейбольный турнир Дипломатического клуба г.Алматы «Кубок Дружбы-2023» успешно состоялся, в котором приняли учаcтие около 80 дипломатов. На поле турнира все участники были наполнены спортивной энергией, в полной мере проявили дух сплоченности, сотрудничества и соперничества.",Oct 30,2,0,1,ru,0
2585,ChinaConsAlmaty,"Сегодня в Казахстане День общенационального траура по погибшим шахтерам в результате взрыва на шахте им. Костенко в Карагандинской области. Разделяем горечь утраты в связи с трагическим происшествием семьям шахтеров, выражаем искренние соболезнования родным и близким погибших.",Oct 28,7,1,2,ru,0
2586,ChinaConsAlmaty,Баскетболист-колясочник из Афганистана впервые за 13 лет встал на ноги на Азиатских играх в Ханчжоу с помощью высоких технологий. В этом и есть смысл высоких технологий.,Oct 26,2,0,0,ru,0
2587,ChinaConsAlmaty,"Дорогие друзья! Поздравляем Вас и Ваших коллег с Днем Республики Казахстан! Желаем Республике Казахстан процветания и могущества, а народу счастья и благополучия!Желаем Вам крепкого здоровья, семейного счастья и новых успехов в работе!",Oct 24,6,0,0,ru,0
2588,ChinaConsAlmaty,"Технологии меняют жизнь и делают невозможное возможным. В эстафете огня Азиатских Паралимпийских игр в Ханчжоу инновационные технологии, такие как электронные собаки-поводыри и ""умные"" бионические протезы, помогли спортсменам завершить эстафету огня.",Oct 23,1,0,1,ru,0
2589,ChinaConsAlmaty,"Восхождение в горы в праздник Чунъян - это ритуал, который символизирует избавление от бедствий и мольбу счастье. В субботу мы вместе с родителями наших дипломатов поднялись на Oi-Qaragai, чтобы встретить праздник Чунъян и помолиться о их здоровье и счастье. #重阳节 #登高",Oct 22,3,0,2,ru,0
2590,ChinaConsAlmaty,"18 октября, после участия в третьем Форуме высокого уровня по международному сотрудничеству в рамках «Одного пояса и одного пути», Президент Казахстана Касым-Жомарт Токаев посетил со специальным визитом Синьцзян (Китай).",Oct 18,5,0,0,ru,0
2591,ChinaConsAlmaty,"Председатель КНР Си Цзиньпин в среду присутствует на церемонии открытия 3-го Форума высокого уровня по международному сотрудничеству в рамках ""Пояса и пути"".",Oct 18,1,0,0,ru,0
2592,ChinaConsAlmaty,"Қасым-Жомарт Тоқаев өзі білім алған Бейжің Тіл және мәдениет университетіне барып, қазақстандық студенттермен әңгімелесті.
Касым-Жомарт Токаев посетил Пекинский университет языка и культуры, где он учился и побеседовал с казахстанскими студентами.",Oct 17,5,1,1,ru,0
2593,ChinaConsulate,"习近平：共同努力浇筑中美关系的五根支柱
http://politics.people.com.cn/n1/2023/1117/c1001-40120577.html…",·,2,0,0,zh,0
2594,ChinaConsulate,习近平：共同努力浇筑中美关系的五根支柱,3h,0,0,0,zh,0
2595,ChinaConsulate,习近平：美方应该停止武装台湾，支持中国和平统一。中国终将统一，也必然统一。,15h,1,1,0,zh,0
2596,ChinaConsulate,"Chinese President Xi Jinping and U.S. President Joe Biden agreed to promote and strengthen dialogue and cooperation between the two countries in various areas. A long history of successful practice has proven that win-win cooperation is the trend of the times, and it is also an…",Nov 16,3,0,0,en,1
2597,ChinaConsulate,"On the evening of Nov. 15, President Xi Jinping attended a welcome dinner hosted by U.S. friendly organizations in San Francisco.
https://fmprc.gov.cn/eng/zxxx_662805/202311/t20231116_11181557.html…",Nov 16,2,0,1,en,1
2598,ChinaConsulate,"Peaceful coexistence is even more of a baseline that China and the U.S. should hold on to as two major countries. It is wrong to view China, which is committed to peaceful development, as a threat and thus play a zero-sum game against it, Xi said.",Nov 16,1,0,1,en,0
2599,ChinaConsulate,"Xi noted that win-win cooperation is the trend of the times, and it is also an inherent property of China-U.S. relations. There is plenty of room for our cooperation, and we are fully able to help each other succeed and achieve win-win outcomes.",Nov 16,1,0,0,en,1
2600,ChinaConsulate,Chinese President Xi Jinping and U.S. President Joe Biden on Wednesday had a candid and in-depth exchange of views on strategic and overarching issues critical to the direction of China-U.S. relations and on major issues affecting world peace and development.,Nov 16,2,0,1,en,1
2601,ChinaConsulate,"China and the U.S. should jointly advance mutually beneficial cooperation, Xi said. The two countries have broad common interests in a wide range of areas, including traditional areas such as the economy, trade and agriculture, as well as emerging areas.",Nov 16,1,0,1,en,0
2602,ChinaConsulate,"After the China-U.S. Summit Meeting, President Biden pointed to a photo in his phone with the Golden Gate Bridge in the background and asked President Xi, “Do you know this young man?” “Oh yes,” said President Xi, “this was 38 years ago.”",Nov 16,3,3,1,en,1
2603,ChinaConsulate,1985年，正担任河北正定县委书记的习近平对美国的第一次访问，就是从旧金山开始的。巍然屹立的金门大桥，定格了中美地方交往正起步的一个瞬间。,Nov 16,1,1,1,zh,0
2604,ChinaConsulate,"President Xi first came to the U.S. in 1985 while working in Zhengding County, Hebei Province. He entered the U.S. from San Francisco. The towering Golden Gate Bridge witnessed the take-off of the subnational exchanges between China and the U.S..",Nov 16,1,1,0,en,1
2605,ChinaConsulate,15日，出席美国友好团体举行的欢迎宴会前，习近平主席同美国友好人士代表的见面格外温暖。艾奥瓦州和华盛顿州的老朋友们来了，“鼓岭之友”的成员们来了，飞虎队的老战士们和史迪威将军的后人们来了......,Nov 16,5,3,1,zh,0
2606,ChinaConsulate,"A heartwarming reunion with old friends -- President Xi Jinping joined his 1985 Iowa hosts, Flying Tigers veterans, members of the Kuliang Friends and other Americans who have helped build a strong China-U.S. friendship at a welcome dinner in SanFrancisco. Xi said in his speech…",Nov 16,1,1,0,en,0
2607,ChinaConsulate,"On Tuesday afternoon local time, Chinese President Xi Jinping arrived in San Francisco and was welcomed by U.S. Treasury Secretary Janet Yellen, California Governor Gavin Newsom, U.S. ambassador to China Nicholas Burns and other U.S. senior officials.",·,2,1,1,en,1
2608,ChinaConsulate,President Xi Jinping received warm welcome on arrival in San Francisco.,Nov 15,1,1,0,en,1
2609,ChinaConsulate,应美国总统拜登邀请，国家主席习近平赴美国旧金山举行中美元首会晤，同时应邀出席亚太经合组织第三十次领导人非正式会议。习近平主席指出，面对变乱交织的世界，中美两国如何相处，这决定着人类的前途命运。宽广的地球完全容得下中美各自发展，共同繁荣。中美应该相互尊重、和平共处、合作共赢，在新的…,Nov 15,1,1,0,zh,1
2610,ChinaConsulate,"Over the years, Xi has been persistently promoting bilateral ties at the local level. In his 2012 trip to the US, Xi, apart from reuniting with old friends, also met ""new friends."" He and Biden, then U.S. vice president, met with governors from China and the US in California.",Nov 14,5,3,1,en,1
2611,ChinaConsulate,More delightful moments unfolded when Xi showed up to watch an NBA game. Xi was presented with a souvenir Los Angeles Lakers jersey with his name imprinted on it by former Lakers star Magic Johnson at the Staples Center in Los Angeles.,Nov 14,3,2,1,en,0
2612,ChinaConsulate,"The bonds between Chinese cities and provinces and those in the United States have grown over the decades. Xi described those special bonds as ""important platforms for deepening friendship and achieving win-win cooperation.""",Nov 14,3,2,0,en,0
2613,ChinaConsulate,"习近平与美国老朋友的故事
""To me, you are America""——Xi Jinping told old friends from Iowa.
https://xhnewsapi.xinhuaxmt.com/share/news_pc?id=887480543907840&showType=3002&utdId=null&version=3.1.5&twoShare=1&uuid=b3ba-dc2d-3487-0cc7-f7b2…",Nov 14,4,2,1,zh,0
2614,ChinaConsulate,"l Lande helped coordinate Xi's visit in 1985. Xi led a five-person agricultural delegation to look into farm technology in Muscatine, in the midwestern state of Iowa. The first stop of his maiden trip to the US was San Francisco.",Nov 14,3,2,1,en,0
2615,ChinaConsulate,Xi and his old American friends reunited in Iowa after 27 years in 2012 when he visited the United States as vice president of China.,Nov 14,4,2,0,en,0
2616,ChinaConsulate,"Chinese vice premier and the Chinese lead person for China-U.S. economic and trade affairs, He Lifeng, held several rounds of talks with U.S. Secretary of Treasury Janet Yellen in San Francisco.",Nov 11,7,2,1,en,1
2617,ChinaConsulate,"The talks were candid, practical, in-depth and constructive. The two sides agreed to enhance communication, seek consensus, manage disputes, and avoid misunderstandings that may lead to unintended escalation.",Nov 11,4,2,1,en,1
2618,chinaconsulist,Çin Halk Cumhuriyeti İstanbul Başkonsolosu WEI Xiaodong'dan herkese merhaba!,Jun 13,48,9,18,tr,0
2619,chinaconsulist,"Yedinci İpek Yolu Uluslararası Fuarı, programda yirmiden fazla önemli toplantı, forum ve Kuşak Yol Girişimi çerçevesinde elde edilen başarıları tam olarak sergilemek için toplam altı sergi alanıyla Xi'an'da başladı.",16h,3,0,0,tr,1
2620,chinaconsulist,"VR, AR ve XR gibi sürükleyici teknolojiler, perakende, eğitim, sağlık ve eğlence gibi birden fazla sektörde yeniliği teşvik ederken, insanların alışveriş şeklini değiştiriyor. 2026 yılına kadar Çin'in VR endüstrisinin tek başına 350 milyar yuan'ı geçeceği tahmin ediliyor",17h,2,0,0,tr,0
2621,chinaconsulist,"Çin'in Kasım için dönem başkanlığını yürüttüğü BM Güvenlik Konseyi, Gazze'de ""yeterli sayıda gün"" için ""acil ve genişletilmiş insani duraklamalar ve koridorlar"" çağrısında kararı kabul etti. Analistler, uluslararası topluluğun uygulanmasını yakından izlemesi gerektiğini söyledi.",19h,2,0,0,tr,0
2622,chinaconsulist,"Çin Devlet Başkanı Xi Jinping  yaptığı açıklamada, açıklık ve kapsayıcılığın Asya-Pasifik iş birliğinin belirleyici özelliği olduğunu ve herkes için kalkınmanın Asya-Pasifik iş birliğinin kapsayıcı hedefi olduğunu söyledi.",19h,3,2,0,tr,1
2623,chinaconsulist,"Çin Devlet Başkanı Xi Jinping, San Francisco'daki dost kuruluşlar tarafından ortaklaşa düzenlenen bir karşılama yemeğine hitap etti, ayrıca Çin ve Amerika Birleşik Devletleri arasındaki bağları güçlendirmede insanlar arası alışverişin öneminin altını çizdi.",20h,2,1,0,tr,1
2624,chinaconsulist,7. İpek Yolu Uluslararası Fuarı Çin'in Xi'an bölgesinde başladı. #SilkRoadExpo,Nov 16,3,2,0,tr,1
2625,chinaconsulist,"Çin Devlet Başkanı Xi Jinping ve ABD Başkan Joe Biden, Çin-ABD ilişkilerini içeren stratejik konular ile dünya barışını ve kalkınmasını etkileyen önemli konular hakkında samimi ve derinlemesine bir görüş alışverişinde bulundu.",Nov 16,5,1,1,tr,1
2626,chinaconsulist,Türkiye Cumhuriyeti'nin kurucusu Sayın Mustafa Kemal Atatürk'ü saygıyla anıyoruz.,Nov 10,52,12,6,tr,0
2627,chinaconsulist,"Başkonsolos Wei Xiaodong, Bursa şehrine ziyarette bulundu. Başkonsolos Wei, Bursa Valisi Sayın Mahmut Demirtaş ve Bursa Büyükşehir Belediye Başkan Vekili Sayın Gökhan Dinçer ile bir araya gelerek,  iki taraf arasındaki dostane iş birliği hakkında görüş alışverişinde bulundu.",Nov 8,6,2,1,tr,0
2628,chinaconsulist,"Hami'de bulunan bu 50 megawatt'lık elektrik santrali, Xinjiang’daki ilk güneş enerji santralidir. Şu anda, yıllık 198,3 milyon kWh güç kaynağı üretebiliyor ve bu da yıllık 61.900 ton standart kömür tasarrufu sağlıyor.",Nov 6,6,2,0,tr,0
2629,chinaconsulist,"Çin'in kendi geliştirdiği uçakları yeni bir ilerleme kaydetti:
- Trunk jetliner #C919 teslimattan sonra 1000 küsür fazla çalışma saati kaydetti.
- Bölgesel jet #ARJ21, ticari kullanım için 9,6 milyondan fazla yolcu taşıdı. 
- #C929 detay tasarım aşamasına giriyor.",Nov 6,5,2,0,tr,0
2630,chinaconsulist,"Çin Devlet Başkanı Xi Jinping, 6. Çin Uluslararası İthalat Fuarı'na bir tebrik mektubu göndererek, Çin’in küresel kalkınma için önemli bir fırsat olmaya devam edeceğini açıkladı.",Nov 6,6,2,0,tr,1
2631,chinaconsulist,Çin'in Xinjiang Uygur Özerk Bölgesi'ndeki bir pamuk çiftliğinde çalışan Uygur köylünün bir günü nasıl geçiyor? Cevabı bu videoda.,Oct 30,5,1,1,tr,0
2632,chinaconsulist,"BM'de düzenlenen İnsan Hakları Kongresi'nde, Çin delegasyonu Çin tarafının insan hakları hakkındaki görüşlerini paylaşarak, uluslararası arenada insan haklarının korunması için daha yapıcı diyalog ve işbirliği çağrısı yaptı. Detaylar için:",Oct 30,2,0,1,tr,0
2633,chinaconsulist,"Uluslararası Para Fonu (IMF) Direktörü Kristalina Georgieva, bu yılda Çin'in dünya ekonomik büyümesine yapacağı katkının %30'u geçeceğini açıkladı.",Oct 30,2,3,1,tr,1
2634,chinaconsulist,"Çin, BeiDou Navigasyon Uydu Sistemi (#BDS) uygulamalarında hızlı ilerleme kaydetti:
- BDS çekirdek endüstri ölçeği 2022'de 140 milyar yuan'ı (yaklaşık 19.14 milyar dolar) aştı
- Yaklaşık 8 milyon otomobil ve 47 bin gemide BDS ile donanımlı",Oct 30,1,0,1,tr,0
2635,chinaconsulist,"Türkiye Cumhuriyeti'nin 100. yılını içtenlikle kutluyoruz.
Türk dostlarımızın, Türkiye'nin kalkınma yolunda daha fazla başarı kaydetmelerini temenni ediyoruz. 
 ",Oct 29,26,4,1,tr,0
2636,chinaconsulist,"Çinli teknoloji şirketi, Beijing’deki Ulusal Olimpiyat Spor Merkezi'nde müşterilerin sadece avuçlarını bir tarayıcı üzerinde sallayarak giriş biletlerini ödemelerini içeren yeni bir teknolojiyi geliştirdi.",Oct 26,5,2,1,tr,0
2637,chinaconsulist,"Dışişleri Bakanlığı Sözcüsü Mao Ning, BM Güvenlik Konseyi'nin eylemlerinin ve kararlarının Arap ülkelerinin çağrısını dinlemesi ve saygı duyması gerektiğini söyledi.",Oct 26,9,3,5,tr,0
2638,chinaconsulist,"Çin Shenzhou-17 insanlı uzay gemisini başarıyla yörüngeye fırlattı. Tang Hongbo, Tang Shengjie ve Jiang Xinlin'den oluşan mürettebat üyeleri Çin'in uzay istasyonuna ulaştı.",Oct 26,4,0,1,tr,0
2639,ChinaConSydney,"President Xi Jinping met with Australian Prime Minister Anthony Albanese 
@AlboMP
. PM Albanese’s visit coincides with the 50th anniversary of Mr. Gough Whitlam’s first trip to China as Australian PM.",Nov 6,2,2,4,en,1
2640,ChinaConSydney,"President Xi said China and Australia have “every reason to be partners” and Albanese echoed that dialogue and cooperation is “the right choice.” As ties warm, Australia also dispatched the largest-ever delegation to the ongoing 6th China International Import Expo. #CIIE2023",Nov 6,0,0,1,en,0
2641,ChinaConSydney,"President Xi said PM Albanese’s visit this time indeed builds on past achievements & opens up new prospects. Thanks to concerted efforts of both sides, bilateral exchanges in various fields have resumed & ties between our countries are on the right track of improvement & growth.",Nov 6,3,1,3,en,0
2642,ChinaConSydney,"A sound and stable #China-#Australia relationship not only serves the common interests of the two countries and two peoples, but also meets the expectation of regional countries. We need to work for sustained progress in the China-Australia comprehensive strategic partnership.",Nov 6,0,0,0,en,1
2643,ChinaConSydney,#CIIE #China #Australia,Nov 5,2,0,0,en,0
2644,ChinaConSydney,A large-diameter tunneling machine has been delivered in China's Nantong. #China,Nov 4,4,1,0,en,0
2645,ChinaConSydney,Photographers captured the return capsule of the Shenzhou-16 manned spaceship entering the atmosphere on Tuesday morning before touching down at the Dongfeng landing site in north #China's Inner Mongolia Autonomous Region.,Nov 4,0,0,0,en,0
2646,ChinaConSydney,"Come aboard this monorail and get a glimpse of some of the best autumn sceneries at a flower expo park in Yinchuan, northwest China's #Ningxia.",Nov 3,0,1,0,en,0
2647,ChinaConSydney,"Details highlight the exquisite nature of Buddhist statues as lights cast gentle glows above them at the Longmen Grottoes, a #UNESCO World Heritage site, in Luoyang of central China's Henan Province.",Nov 2,0,2,0,en,0
2648,ChinaConSydney,"The first batch of ARJ21 passenger plane-turned freighters was delivered to clients on Monday, marking a new phase for #China's indigenously developed commercial planes.",Nov 2,1,1,0,en,0
2649,ChinaConSydney,"3-2-1 liftoff! A group of Chinese students sent their school mascot bear to the edge of space using homemade equipment – at 28,000 meters, capturing some incredible views of Earth.",Nov 2,3,2,1,en,0
2650,ChinaConSydney,#China's ancient capital Xi'an in northwestern Shaanxi Province has become an attraction for more and more Hanfu enthusiasts. The fans of the traditional clothing love the vibe of the ancient city.,Nov 1,0,0,0,en,0
2651,ChinaConSydney,"Congratulations to #Shenzhou17 on its successful liftoff, another milestone in China’s manned space program as we celebrate the 20th anniversary of our first manned spaceflight.",Oct 26,2,0,1,en,0
2652,ChinaConSydney,"The China-built Cox's Bazar 66 MW Wind Farm Project, #Bangladesh's first centralized #windfarm, started operation on Thursday, expected to generate 145 million kWh of electricity annually for 100,000 households and reduce CO2 emissions by 109,200 tonnes. #BeltandRoad",Oct 18,1,0,3,en,0
2653,ChinaConSydney,Xi announces major steps to support high-quality Belt and Road cooperation http://xhtxs.cn/Nc2 #BRI,Oct 18,1,0,10,en,0
2654,ChinaConSydney,"Belt and Road int'l cooperation gets off ground, grows rapidly over past decade: Xi http://xhtxs.cn/NcJ #BRI",Oct 18,0,0,1,en,0
2655,ChinaConSydney,"#China will work with all parties involved to usher Belt and Road cooperation into a new stage of high-quality development, and make relentless efforts to achieve modernization for all countries: Xi http://xhtxs.cn/NcG #BRI",Oct 18,1,0,0,en,0
2656,ChinaConSydney,"Supporting an open world economy. #China will establish pilot zones for Silk Road e-commerce cooperation, enter into free trade agreements&investment protection treaties with more countries. We will remove all restrictions on foreign investment access in manufacturing sector.",Oct 18,0,0,0,en,0
2657,ChinaConSydney,Carrying out practical cooperation. China will promote both signature projects and “small yet smart” livelihood programs. The China Development Bank and the Export-Import Bank of #China will each set up a RMB 350 billion financing window.,Oct 18,1,0,0,en,0
2658,ChinaConSydney,"Lighting decorations inject new energy to the Sanxianshan scenic area, bringing out a distinctive night vibe in Penglai, east #China's Shandong Province.",Oct 18,0,0,1,en,0
2659,Chinacultureorg,Living Heritage: #Acupuncture https://youtu.be/-oVBrICgKyo?feature=shared… #traditionalChinesemedicine,Oct 29,6,0,3,da,0
2660,Chinacultureorg,Beijing exhibition marks annual Pujiang festival,54m,1,0,0,id,0
2661,Chinacultureorg,Walking into a world of modern artists https://youtu.be/KSCDqp9rOlU,22h,0,0,0,en,0
2662,Chinacultureorg,National Ballet dances for joy in season opener,23h,0,0,0,en,0
2663,Chinacultureorg,Jiangxi's Huichang county launches theatre village http://bitly.ws/32yIy,Nov 17,2,0,0,en,0
2664,Chinacultureorg,Photographer captures mystic Forbidden City http://bitly.ws/32xt2,Nov 16,2,0,0,en,0
2665,Chinacultureorg,The 2023 Blancpain-Imaginist Literary Prize has been awarded to 29-year-old author Yang Zhihan.,Nov 16,0,0,0,en,0
2666,Chinacultureorg,Porcelains from Jingdezhen showcased at the CIIE,Nov 16,0,0,0,en,0
2667,Chinacultureorg,"Maxime Biou, a recipient of the 2020 Yishu 8 Young French Artist Award, is holding a solo #exhibition in Beijing.",Nov 16,0,0,0,en,0
2668,Chinacultureorg,Shaanxi hosts historical gathering http://bitly.ws/32rJJ,Nov 16,0,0,0,en,0
2669,Chinacultureorg,Xin Yukun film explores internet phenomenon,Nov 15,5,1,0,en,0
2670,Chinacultureorg,Singer Kelly Yu: Chinese pop #music has already been international overwide,Nov 15,3,0,0,en,0
2671,Chinacultureorg,"Splendid #winter #scenery of the national park in Shangri-La, Yunnan",Nov 15,3,0,0,en,0
2672,Chinacultureorg,Maoyan reveals upcoming #film releases,Nov 15,0,0,1,en,0
2673,Chinacultureorg,Views from golf courses expand the creation of a landscape painter http://bitly.ws/32mxE,Nov 15,2,0,0,en,0
2674,Chinacultureorg,Musical reunion spreads notes of harmony,Nov 15,4,1,0,en,0
2675,Chinacultureorg,This year's Wuzhen Theater Festival is host to a range of international productions.  http://bitly.ws/32mtU,Nov 14,2,0,0,en,0
2676,Chinacultureorg,International students participate in competition about Beijing Central Axis,Nov 14,0,0,0,en,0
2677,Chinacultureorg,Peking Opera celebration comes to gala end,Nov 14,2,1,0,es,0
2678,Chinacultureorg,HK exhibition to celebrate a true master of #art,Nov 14,2,0,0,en,0
2679,Chinacultureorg,"Universal Beijing Resort collaborated with Wuzhen Theater Festival this year, bringing its representative performances to #Wuzhen, Zhejiang province. http://bitly.ws/32gEd",Nov 14,19,3,3,en,0
2680,Chinacultureorg,"Starting their journey from the Saudi Arabian embassy in Beijing, these celebrities traveled to key BRI cooperative projects and enterprises, witnessing the changes brought to the countries by China.  #BeltandRoad",Nov 14,6,3,0,en,0
2681,Chinacultureorg,Making the cut: Prints by prominent woodblock artists on show in Beijing http://bitly.ws/32ag8,Nov 13,14,4,0,en,0
2682,Chinacultureorg,Major event plans how to improve experience for future generations.,Nov 13,1,0,0,en,0
2683,Chinacultureorg,The American Ballet Theatre performed its version of Adolphe Adams' famous #ballet Giselle in Beijing.,Nov 13,1,0,0,en,0
2684,Chinacultureorg,Sport #film's special perspective encourages overlooked players,Nov 13,0,0,0,en,0
2685,Chinacultureorg,"Lang Lang will release his latest recording, Lang Lang — Saint-Saens, under the Deutsche Grammophon label on March 1.",Nov 13,1,0,0,en,0
2686,Chinacultureorg,Chinese film is a departure for Takita,Nov 12,1,0,0,en,0
2687,ChinaDaily,"Full text of Xi's speech at Welcome Dinner by Friendly Organizations in the US

Galvanizing Our Peoples into a Strong Force 
For the Cause of China-US Friendship 
Speech by H.E. Xi Jinping 
President of the People's Republic of China 
At Welcome Dinner by Friendly Organizations…",Nov 16,174,64,30,en,1
2688,ChinaDaily,Full text of President Xi Jinping's speech at the 30th APEC Economic Leaders' Meeting #XiJinping #APEC https://bit.ly/3R64Qg7,19m,6,1,3,en,1
2689,ChinaDaily,"On Thursday, some ""old friends"" of President Xi Jinping and the Chinese people gathered in San Francisco to celebrate their enduring friendship with China, with the reunion inspiring hope and another boost to relations. #XiJinping #China #US",28m,8,1,4,en,0
2690,ChinaDaily,"China has maintained its top position in the global shipbuilding market in the first 10 months of 2023, with strong growth in both output and new orders, industry data showed.",43m,3,1,0,en,0
2691,ChinaDaily,"""I went to the Central Conservatory of Music in Beijing to learn Yimeng minor for a competition in Taiwan and won the first place. I learned the most authentic Chinese folk music here in the Chinese mainland,"" said Ke Cheng-yun, a #Taiwan youth who teaches traditional Chinese…",52m,11,4,2,en,0
2692,ChinaDaily,"Cooperation between #China and California is a concrete manifestation of inclusive multilateralism in the global endeavor to cope with the climate crisis, China's Ministry of Ecology and Environment said. #US",58m,2,6,0,en,0
2693,ChinaDaily,"We are committed to well-rounded development to achieve both material and cultural-ethical advancement for the people. Our forefathers observed that ""When people are well-fed and well-clad, they will have a keen sense of honor and shame."" Material shortage is not socialism, nor…",2h,9,0,1,en,0
